X,Y,OBJECTID,A05010201,A05010202,A05010203,A05010204,A05010294,A05010295,A05010296,A05010297,A05010298,A05010299,layer,path,icon_url
8.22881824481991,40.8916372090489,45,"0101",13.380000000000001,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22961039333632,40.8918523514026,46,"0101",9.400000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.23028078940399,40.892006878758,47,"0101",9.810000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.23003548122434,40.8918591268048,48,"0101",8.940000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22985756124428,40.8924825196153,49,"0101",6.910000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22994438178226,40.892122461475,50,"0101",9.090000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.23070886284562,40.8918964016775,51,"0101",7.440000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.23090147893348,40.8916340226754,52,"0101",5.160000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.23094700950597,40.891411046786,53,"0101",4.690000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22860866416494,40.8911365319162,54,"0101",17.800000000000001,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22841682355623,40.8914183611816,55,"0101",16.660000000000000,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22815360204299,40.8912589277406,56,"0101",17.850000000000001,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22777222911605,40.8912080092363,57,"0101",18.420000000000002,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
8.22739132937102,40.8912634084899,58,"0101",19.129999999999999,"08","1102","02","2011","07","09","05","01",GDB_WGS84_LOTTO_3_STINTINO,F:\01_1RTI_DBGT10k\4. DBGT Comuni WGS84 vettoriali\STINTINO\DBGT_GDB_LOTTO_3\GDB_WGS84_LOTTO_3.gdb|layername=ST05TE01CL02PTS,./0.png
